1,2016-01-01,Pleasanton,CA,Johnathan Velazquez,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins
2,2016-01-01,Huntington Station,NY,Jaqueline Cummings,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
2,2016-01-01,Huntington Station,NY,Jaqueline Cummings,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
2,2016-01-01,Huntington Station,NY,Jaqueline Cummings,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
2,2016-01-01,Huntington Station,NY,Jaqueline Cummings,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
2,2016-01-01,Huntington Station,NY,Jaqueline Cummings,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
2,2016-01-01,Huntington Station,NY,Jaqueline Cummings,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
3,2016-01-02,Patchogue,NY,Joshua Robertson,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
3,2016-01-02,Patchogue,NY,Joshua Robertson,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
3,2016-01-02,Patchogue,NY,Joshua Robertson,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
3,2016-01-02,Patchogue,NY,Joshua Robertson,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Jannette David
3,2016-01-02,Patchogue,NY,Joshua Robertson,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
3,2016-01-02,Patchogue,NY,Joshua Robertson,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
4,2016-01-03,Duarte,CA,Nova Hess,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson
4,2016-01-03,Duarte,CA,Nova Hess,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano
4,2016-01-03,Duarte,CA,Nova Hess,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland
4,2016-01-03,Duarte,CA,Nova Hess,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins
5,2016-01-03,Utica,NY,Arla Ellis,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Jannette David
5,2016-01-03,Utica,NY,Arla Ellis,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
5,2016-01-03,Utica,NY,Arla Ellis,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel
5,2016-01-03,Utica,NY,Arla Ellis,1,429.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
5,2016-01-03,Utica,NY,Arla Ellis,1,429.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
5,2016-01-03,Utica,NY,Arla Ellis,1,429.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
5,2016-01-03,Utica,NY,Arla Ellis,2,3098.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Jannette David
5,2016-01-03,Utica,NY,Arla Ellis,2,3098.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer
5,2016-01-03,Utica,NY,Arla Ellis,2,3098.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,1,449.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,1,449.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,1,449.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Jannette David
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Jannette David
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Marcelene Boyer
6,2016-01-04,Baldwinsville,NY,Sharyn Hopkins,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel
7,2016-01-04,Bellmore,NY,Laureen Paul,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
7,2016-01-04,Bellmore,NY,Laureen Paul,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
7,2016-01-04,Bellmore,NY,Laureen Paul,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
7,2016-01-04,Bellmore,NY,Laureen Paul,2,858.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
7,2016-01-04,Bellmore,NY,Laureen Paul,2,858.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
7,2016-01-04,Bellmore,NY,Laureen Paul,2,858.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
7,2016-01-04,Bellmore,NY,Laureen Paul,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Jannette David
7,2016-01-04,Bellmore,NY,Laureen Paul,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
7,2016-01-04,Bellmore,NY,Laureen Paul,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
8,2016-01-04,Saratoga Springs,NY,Leslie Higgins,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Jannette David
8,2016-01-04,Saratoga Springs,NY,Leslie Higgins,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
8,2016-01-04,Saratoga Springs,NY,Leslie Higgins,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel
8,2016-01-04,Saratoga Springs,NY,Leslie Higgins,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
8,2016-01-04,Saratoga Springs,NY,Leslie Higgins,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
8,2016-01-04,Saratoga Springs,NY,Leslie Higgins,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
9,2016-01-05,San Carlos,CA,Neil Mccall,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson
9,2016-01-05,San Carlos,CA,Neil Mccall,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano
9,2016-01-05,San Carlos,CA,Neil Mccall,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland
9,2016-01-05,San Carlos,CA,Neil Mccall,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins
10,2016-01-05,Yonkers,NY,Alane Munoz,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
10,2016-01-05,Yonkers,NY,Alane Munoz,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
10,2016-01-05,Yonkers,NY,Alane Munoz,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
11,2016-01-05,Auburn,NY,Tarra Guerrero,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Jannette David
11,2016-01-05,Auburn,NY,Tarra Guerrero,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
11,2016-01-05,Auburn,NY,Tarra Guerrero,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel
11,2016-01-05,Auburn,NY,Tarra Guerrero,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
11,2016-01-05,Auburn,NY,Tarra Guerrero,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
11,2016-01-05,Auburn,NY,Tarra Guerrero,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
11,2016-01-05,Auburn,NY,Tarra Guerrero,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Jannette David
11,2016-01-05,Auburn,NY,Tarra Guerrero,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
11,2016-01-05,Auburn,NY,Tarra Guerrero,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
12,2016-01-06,San Diego,CA,Marvin Mullins,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Fabiola Jackson
12,2016-01-06,San Diego,CA,Marvin Mullins,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano
12,2016-01-06,San Diego,CA,Marvin Mullins,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Mireya Copeland
12,2016-01-06,San Diego,CA,Marvin Mullins,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Virgie Wiggins
12,2016-01-06,San Diego,CA,Marvin Mullins,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson
12,2016-01-06,San Diego,CA,Marvin Mullins,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano
12,2016-01-06,San Diego,CA,Marvin Mullins,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland
12,2016-01-06,San Diego,CA,Marvin Mullins,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins
13,2016-01-08,Niagara Falls,NY,Patience Clayton,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
13,2016-01-08,Niagara Falls,NY,Patience Clayton,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
13,2016-01-08,Niagara Falls,NY,Patience Clayton,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
13,2016-01-08,Niagara Falls,NY,Patience Clayton,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
13,2016-01-08,Niagara Falls,NY,Patience Clayton,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
13,2016-01-08,Niagara Falls,NY,Patience Clayton,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
13,2016-01-08,Niagara Falls,NY,Patience Clayton,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
13,2016-01-08,Niagara Falls,NY,Patience Clayton,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
13,2016-01-08,Niagara Falls,NY,Patience Clayton,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
13,2016-01-08,Niagara Falls,NY,Patience Clayton,2,858.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
13,2016-01-08,Niagara Falls,NY,Patience Clayton,2,858.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
13,2016-01-08,Niagara Falls,NY,Patience Clayton,2,858.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
14,2016-01-09,Torrance,CA,Maribel William,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson
14,2016-01-09,Torrance,CA,Maribel William,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano
14,2016-01-09,Torrance,CA,Maribel William,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland
14,2016-01-09,Torrance,CA,Maribel William,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins
15,2016-01-09,Carmel,NY,Ellsworth Michael,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Jannette David
15,2016-01-09,Carmel,NY,Ellsworth Michael,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
15,2016-01-09,Carmel,NY,Ellsworth Michael,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel
15,2016-01-09,Carmel,NY,Ellsworth Michael,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
15,2016-01-09,Carmel,NY,Ellsworth Michael,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
15,2016-01-09,Carmel,NY,Ellsworth Michael,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
15,2016-01-09,Carmel,NY,Ellsworth Michael,2,898.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Jannette David
15,2016-01-09,Carmel,NY,Ellsworth Michael,2,898.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
15,2016-01-09,Carmel,NY,Ellsworth Michael,2,898.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
15,2016-01-09,Carmel,NY,Ellsworth Michael,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Jannette David
15,2016-01-09,Carmel,NY,Ellsworth Michael,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
15,2016-01-09,Carmel,NY,Ellsworth Michael,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
16,2016-01-12,Banning,CA,Lea Key,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Santa Cruz Bikes,Fabiola Jackson
16,2016-01-12,Banning,CA,Lea Key,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano
16,2016-01-12,Banning,CA,Lea Key,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Santa Cruz Bikes,Mireya Copeland
16,2016-01-12,Banning,CA,Lea Key,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Santa Cruz Bikes,Virgie Wiggins
16,2016-01-12,Banning,CA,Lea Key,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Santa Cruz Bikes,Fabiola Jackson
16,2016-01-12,Banning,CA,Lea Key,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano
16,2016-01-12,Banning,CA,Lea Key,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland
16,2016-01-12,Banning,CA,Lea Key,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Santa Cruz Bikes,Virgie Wiggins
16,2016-01-12,Banning,CA,Lea Key,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Fabiola Jackson
16,2016-01-12,Banning,CA,Lea Key,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano
16,2016-01-12,Banning,CA,Lea Key,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland
16,2016-01-12,Banning,CA,Lea Key,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Virgie Wiggins
16,2016-01-12,Banning,CA,Lea Key,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson
16,2016-01-12,Banning,CA,Lea Key,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano
16,2016-01-12,Banning,CA,Lea Key,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland
16,2016-01-12,Banning,CA,Lea Key,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins
17,2016-01-12,Pomona,CA,Sindy Anderson,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Fabiola Jackson
17,2016-01-12,Pomona,CA,Sindy Anderson,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano
17,2016-01-12,Pomona,CA,Sindy Anderson,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Mireya Copeland
17,2016-01-12,Pomona,CA,Sindy Anderson,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Virgie Wiggins
17,2016-01-12,Pomona,CA,Sindy Anderson,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Santa Cruz Bikes,Fabiola Jackson
17,2016-01-12,Pomona,CA,Sindy Anderson,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano
17,2016-01-12,Pomona,CA,Sindy Anderson,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland
17,2016-01-12,Pomona,CA,Sindy Anderson,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Santa Cruz Bikes,Virgie Wiggins
17,2016-01-12,Pomona,CA,Sindy Anderson,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson
17,2016-01-12,Pomona,CA,Sindy Anderson,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano
17,2016-01-12,Pomona,CA,Sindy Anderson,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland
17,2016-01-12,Pomona,CA,Sindy Anderson,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins
17,2016-01-12,Pomona,CA,Sindy Anderson,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson
17,2016-01-12,Pomona,CA,Sindy Anderson,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano
17,2016-01-12,Pomona,CA,Sindy Anderson,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland
17,2016-01-12,Pomona,CA,Sindy Anderson,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins
18,2016-01-14,Coachella,CA,Lanita Burton,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Fabiola Jackson
18,2016-01-14,Coachella,CA,Lanita Burton,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano
18,2016-01-14,Coachella,CA,Lanita Burton,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Mireya Copeland
18,2016-01-14,Coachella,CA,Lanita Burton,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Virgie Wiggins
18,2016-01-14,Coachella,CA,Lanita Burton,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Santa Cruz Bikes,Fabiola Jackson
18,2016-01-14,Coachella,CA,Lanita Burton,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Santa Cruz Bikes,Genna Serrano
18,2016-01-14,Coachella,CA,Lanita Burton,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Santa Cruz Bikes,Mireya Copeland
